Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,31581.00,-,12-Dec-18,13:05
GOLD,10 GRMS,AHMEDABAD,31616.00,-,11-Dec-18,18:08
GOLD,10 GRMS,AHMEDABAD,31621.00,+,11-Dec-18,13:09
GOLD,10 GRMS,AHMEDABAD,31423.00,-,10-Dec-18,17:30
GOLD,10 GRMS,AHMEDABAD,31451.00,+,10-Dec-18,12:57
GOLD,10 GRMS,AHMEDABAD,31050.00,+,07-Dec-18,17:08
GOLD,10 GRMS,AHMEDABAD,30922.00,-,07-Dec-18,13:23
GOLD,10 GRMS,AHMEDABAD,30987.00,-,06-Dec-18,17:42
GOLD,10 GRMS,AHMEDABAD,31097.00,+,06-Dec-18,12:56
GOLD,10 GRMS,AHMEDABAD,30855.00,+,05-Dec-18,17:17
GOLD,10 GRMS,AHMEDABAD,30820.00,-,05-Dec-18,13:26
GOLD,10 GRMS,AHMEDABAD,30945.00,+,04-Dec-18,17:18
GOLD,10 GRMS,AHMEDABAD,30825.00,+,04-Dec-18,13:28
GOLD,10 GRMS,AHMEDABAD,30664.00,+,03-Dec-18,16:55
GOLD,10 GRMS,AHMEDABAD,30526.00,+,03-Dec-18,13:13
GOLD,10 GRMS,AHMEDABAD,30240.00,-,30-Nov-18,17:03
GOLD,10 GRMS,AHMEDABAD,30269.00,-,30-Nov-18,12:52
GOLD,10 GRMS,AHMEDABAD,30360.00,-,29-Nov-18,16:57
GOLD,10 GRMS,AHMEDABAD,30375.00,-,29-Nov-18,12:53
GOLD,10 GRMS,AHMEDABAD,30394.00,-,28-Nov-18,17:02
GOLD,10 GRMS,AHMEDABAD,30418.00,-,28-Nov-18,12:52
GOLD,10 GRMS,AHMEDABAD,30673.00,+,27-Nov-18,16:59
GOLD,10 GRMS,AHMEDABAD,30648.00,-,27-Nov-18,12:55
GOLD,10 GRMS,AHMEDABAD,30705.00,+,26-Nov-18,17:16
GOLD,10 GRMS,AHMEDABAD,30669.00,-,26-Nov-18,13:13
GOLD,10 GRMS,AHMEDABAD,30834.00,-,22-Nov-18,17:40
GOLD,10 GRMS,AHMEDABAD,30903.00,+,22-Nov-18,12:55
GOLD,10 GRMS,AHMEDABAD,30862.00,+,21-Nov-18,16:59
GOLD,10 GRMS,AHMEDABAD,30810.00,-,21-Nov-18,14:08
GOLD,10 GRMS,AHMEDABAD,30913.00,+,20-Nov-18,16:46
GOLD,10 GRMS,AHMEDABAD,30865.00,-,20-Nov-18,12:57
GOLD,10 GRMS,AHMEDABAD,30918.00,-,19-Nov-18,17:02
GOLD,10 GRMS,AHMEDABAD,30966.00,+,19-Nov-18,12:45
GOLD,10 GRMS,AHMEDABAD,30912.00,+,16-Nov-18,17:11
GOLD,10 GRMS,AHMEDABAD,30864.00,-,16-Nov-18,13:30
GOLD,10 GRMS,AHMEDABAD,30906.00,-,15-Nov-18,16:49
GOLD,10 GRMS,AHMEDABAD,30975.00,+,15-Nov-18,13:26
GOLD,10 GRMS,AHMEDABAD,30759.00,-,14-Nov-18,17:46
GOLD,10 GRMS,AHMEDABAD,30763.00,-,14-Nov-18,13:46
GOLD,10 GRMS,AHMEDABAD,30898.00,-,13-Nov-18,16:50
GOLD,10 GRMS,AHMEDABAD,31007.00,-,13-Nov-18,12:51
GOLD,10 GRMS,AHMEDABAD,31200.00,-,12-Nov-18,17:01
GOLD,10 GRMS,AHMEDABAD,31206.00,-,12-Nov-18,12:57
GOLD,10 GRMS,AHMEDABAD,31773.00,=,09-Nov-18,16:31
GOLD,10 GRMS,AHMEDABAD,31773.00,=,09-Nov-18,12:45
GOLD,10 GRMS,AHMEDABAD,31773.00,+,06-Nov-18,16:52
GOLD,10 GRMS,AHMEDABAD,31662.00,-,06-Nov-18,12:53
GOLD,10 GRMS,AHMEDABAD,31739.00,-,05-Nov-18,16:48
GOLD,10 GRMS,AHMEDABAD,31757.00,+,05-Nov-18,12:47
GOLD,10 GRMS,AHMEDABAD,31565.00,-,02-Nov-18,16:57
GOLD,10 GRMS,AHMEDABAD,31622.00,-,02-Nov-18,12:48
GOLD,10 GRMS,AHMEDABAD,31697.00,-,01-Nov-18,17:24
GOLD,10 GRMS,AHMEDABAD,31723.00,+,01-Nov-18,12:54
GOLD,10 GRMS,AHMEDABAD,31698.00,-,31-Oct-18,18:11
GOLD,10 GRMS,AHMEDABAD,31735.00,+,31-Oct-18,12:48
GOLD,10 GRMS,AHMEDABAD,31688.00,-,30-Oct-18,17:12
GOLD,10 GRMS,AHMEDABAD,31754.00,-,30-Oct-18,12:49
GOLD,10 GRMS,AHMEDABAD,31784.00,-,29-Oct-18,17:34
GOLD,10 GRMS,AHMEDABAD,31790.00,-,29-Oct-18,13:24
GOLD,10 GRMS,AHMEDABAD,31868.00,+,26-Oct-18,17:26
GOLD,10 GRMS,AHMEDABAD,31791.00,+,26-Oct-18,12:48
GOLD,10 GRMS,AHMEDABAD,31736.00,-,25-Oct-18,17:45
GOLD,10 GRMS,AHMEDABAD,31841.00,+,25-Oct-18,12:59
GOLD,10 GRMS,AHMEDABAD,31692.00,-,24-Oct-18,16:43
GOLD,10 GRMS,AHMEDABAD,31727.00,-,24-Oct-18,12:53
GOLD,10 GRMS,AHMEDABAD,31909.00,+,23-Oct-18,16:44
GOLD,10 GRMS,AHMEDABAD,31860.00,+,23-Oct-18,13:13
GOLD,10 GRMS,AHMEDABAD,31607.00,-,22-Oct-18,16:35
GOLD,10 GRMS,AHMEDABAD,31628.00,-,22-Oct-18,12:54
GOLD,10 GRMS,AHMEDABAD,31706.00,-,19-Oct-18,17:04
GOLD,10 GRMS,AHMEDABAD,31742.00,+,19-Oct-18,13:06
GOLD,10 GRMS,AHMEDABAD,31722.00,+,17-Oct-18,17:40
GOLD,10 GRMS,AHMEDABAD,31614.00,-,17-Oct-18,14:17
GOLD,10 GRMS,AHMEDABAD,31799.00,-,16-Oct-18,18:51
GOLD,10 GRMS,AHMEDABAD,31869.00,-,16-Oct-18,14:23
GOLD,10 GRMS,AHMEDABAD,31892.00,+,15-Oct-18,17:19
GOLD,10 GRMS,AHMEDABAD,31783.00,+,15-Oct-18,13:10
GOLD,10 GRMS,AHMEDABAD,31565.00,+,12-Oct-18,16:50
GOLD,10 GRMS,AHMEDABAD,31539.00,+,12-Oct-18,12:50
GOLD,10 GRMS,AHMEDABAD,31310.00,+,11-Oct-18,16:51
GOLD,10 GRMS,AHMEDABAD,31207.00,+,11-Oct-18,13:19
GOLD,10 GRMS,AHMEDABAD,31021.00,-,10-Oct-18,17:07
GOLD,10 GRMS,AHMEDABAD,31044.00,-,10-Oct-18,13:16
GOLD,10 GRMS,AHMEDABAD,31049.00,-,09-Oct-18,17:15
GOLD,10 GRMS,AHMEDABAD,31071.00,-,09-Oct-18,14:07
GOLD,10 GRMS,AHMEDABAD,31156.00,-,08-Oct-18,16:55
GOLD,10 GRMS,AHMEDABAD,31185.00,-,08-Oct-18,12:57
GOLD,10 GRMS,AHMEDABAD,31216.00,+,05-Oct-18,16:50
GOLD,10 GRMS,AHMEDABAD,31032.00,-,05-Oct-18,12:58
GOLD,10 GRMS,AHMEDABAD,31057.00,-,04-Oct-18,16:39
GOLD,10 GRMS,AHMEDABAD,31067.00,+,04-Oct-18,12:50
GOLD,10 GRMS,AHMEDABAD,30997.00,+,03-Oct-18,17:21
GOLD,10 GRMS,AHMEDABAD,30947.00,+,03-Oct-18,13:16
GOLD,10 GRMS,AHMEDABAD,30499.00,+,01-Oct-18,16:50
GOLD,10 GRMS,AHMEDABAD,30494.00,+,01-Oct-18,13:00
GOLD,10 GRMS,AHMEDABAD,30296.00,-,28-Sep-18,17:04
GOLD,10 GRMS,AHMEDABAD,30298.00,-,28-Sep-18,12:46
GOLD,10 GRMS,AHMEDABAD,30575.00,-,27-Sep-18,16:32
GOLD,10 GRMS,AHMEDABAD,30590.00,-,27-Sep-18,12:47
GOLD,10 GRMS,AHMEDABAD,30672.00,-,26-Sep-18,16:47
GOLD,10 GRMS,AHMEDABAD,30699.00,-,26-Sep-18,13:00
GOLD,10 GRMS,AHMEDABAD,30728.00,-,25-Sep-18,16:47
GOLD,10 GRMS,AHMEDABAD,30754.00,+,25-Sep-18,12:54
GOLD,10 GRMS,AHMEDABAD,30664.00,+,24-Sep-18,16:42
GOLD,10 GRMS,AHMEDABAD,30635.00,-,24-Sep-18,13:17
GOLD,10 GRMS,AHMEDABAD,30697.00,+,21-Sep-18,16:43
GOLD,10 GRMS,AHMEDABAD,30633.00,-,21-Sep-18,14:30
GOLD,10 GRMS,AHMEDABAD,30722.00,-,19-Sep-18,17:05
GOLD,10 GRMS,AHMEDABAD,30766.00,+,19-Sep-18,12:54
GOLD,10 GRMS,AHMEDABAD,30737.00,+,18-Sep-18,16:31
GOLD,10 GRMS,AHMEDABAD,30652.00,+,18-Sep-18,12:47
GOLD,10 GRMS,AHMEDABAD,30614.00,+,17-Sep-18,16:30
GOLD,10 GRMS,AHMEDABAD,30585.00,+,17-Sep-18,12:45
GOLD,10 GRMS,AHMEDABAD,30558.00,+,14-Sep-18,17:09
GOLD,10 GRMS,AHMEDABAD,30487.00,+,14-Sep-18,13:26
GOLD,10 GRMS,AHMEDABAD,30478.00,-,12-Sep-18,17:16
GOLD,10 GRMS,AHMEDABAD,30626.00,+,12-Sep-18,13:34
GOLD,10 GRMS,AHMEDABAD,30605.00,+,11-Sep-18,17:07
GOLD,10 GRMS,AHMEDABAD,30499.00,+,11-Sep-18,12:58
GOLD,10 GRMS,AHMEDABAD,30402.00,=,10-Sep-18,16:32
GOLD,10 GRMS,AHMEDABAD,30402.00,=,10-Sep-18,12:48
GOLD,10 GRMS,AHMEDABAD,30402.00,-,07-Sep-18,16:57
GOLD,10 GRMS,AHMEDABAD,30449.00,-,07-Sep-18,13:41
GOLD,10 GRMS,AHMEDABAD,30535.00,+,06-Sep-18,16:31
GOLD,10 GRMS,AHMEDABAD,30378.00,+,06-Sep-18,12:45
GOLD,10 GRMS,AHMEDABAD,30274.00,+,05-Sep-18,17:01
GOLD,10 GRMS,AHMEDABAD,30250.00,+,05-Sep-18,12:53
GOLD,10 GRMS,AHMEDABAD,30191.00,+,04-Sep-18,17:36
GOLD,10 GRMS,AHMEDABAD,30130.00,-,04-Sep-18,12:49
GOLD,10 GRMS,AHMEDABAD,30226.00,=,03-Sep-18,16:39
GOLD,10 GRMS,AHMEDABAD,30226.00,=,03-Sep-18,13:13
GOLD,10 GRMS,AHMEDABAD,30226.00,+,31-Aug-18,17:03
GOLD,10 GRMS,AHMEDABAD,30173.00,+,31-Aug-18,12:50
GOLD,10 GRMS,AHMEDABAD,30099.00,+,30-Aug-18,17:18
GOLD,10 GRMS,AHMEDABAD,30095.00,+,30-Aug-18,12:47
GOLD,10 GRMS,AHMEDABAD,30048.00,+,29-Aug-18,16:33
GOLD,10 GRMS,AHMEDABAD,30002.00,-,29-Aug-18,12:50
GOLD,10 GRMS,AHMEDABAD,30097.00,+,28-Aug-18,16:33
GOLD,10 GRMS,AHMEDABAD,30048.00,+,28-Aug-18,12:50
GOLD,10 GRMS,AHMEDABAD,29869.00,+,27-Aug-18,16:44
GOLD,10 GRMS,AHMEDABAD,29858.00,+,27-Aug-18,12:50
GOLD,10 GRMS,AHMEDABAD,29561.00,-,24-Aug-18,17:02
GOLD,10 GRMS,AHMEDABAD,29565.00,+,24-Aug-18,12:46
GOLD,10 GRMS,AHMEDABAD,29530.00,-,23-Aug-18,16:51
GOLD,10 GRMS,AHMEDABAD,29575.00,+,23-Aug-18,12:47
GOLD,10 GRMS,AHMEDABAD,29529.00,+,21-Aug-18,16:34
GOLD,10 GRMS,AHMEDABAD,29511.00,+,21-Aug-18,12:51
GOLD,10 GRMS,AHMEDABAD,29381.00,+,20-Aug-18,16:34
GOLD,10 GRMS,AHMEDABAD,29354.00,-,20-Aug-18,12:53
GOLD,10 GRMS,AHMEDABAD,29361.00,=,17-Aug-18,16:35
GOLD,10 GRMS,AHMEDABAD,29361.00,=,17-Aug-18,12:45
GOLD,10 GRMS,AHMEDABAD,29361.00,+,16-Aug-18,16:46
GOLD,10 GRMS,AHMEDABAD,29302.00,-,16-Aug-18,13:21
GOLD,10 GRMS,AHMEDABAD,29541.00,+,14-Aug-18,16:31
GOLD,10 GRMS,AHMEDABAD,29516.00,-,14-Aug-18,12:48
GOLD,10 GRMS,AHMEDABAD,29674.00,+,13-Aug-18,16:35
GOLD,10 GRMS,AHMEDABAD,29666.00,+,13-Aug-18,12:49
GOLD,10 GRMS,AHMEDABAD,29477.00,+,10-Aug-18,16:42
GOLD,10 GRMS,AHMEDABAD,29467.00,-,10-Aug-18,12:45
GOLD,10 GRMS,AHMEDABAD,29486.00,-,09-Aug-18,17:01
GOLD,10 GRMS,AHMEDABAD,29489.00,+,09-Aug-18,12:54
GOLD,10 GRMS,AHMEDABAD,29418.00,-,08-Aug-18,17:15
GOLD,10 GRMS,AHMEDABAD,29469.00,-,08-Aug-18,12:47
GOLD,10 GRMS,AHMEDABAD,29521.00,+,07-Aug-18,16:56
GOLD,10 GRMS,AHMEDABAD,29515.00,+,07-Aug-18,12:58
GOLD,10 GRMS,AHMEDABAD,29491.00,-,06-Aug-18,16:57
GOLD,10 GRMS,AHMEDABAD,29498.00,+,06-Aug-18,12:46
GOLD,10 GRMS,AHMEDABAD,29428.00,+,03-Aug-18,16:51
GOLD,10 GRMS,AHMEDABAD,29409.00,-,03-Aug-18,12:45
GOLD,10 GRMS,AHMEDABAD,29577.00,+,02-Aug-18,16:39
GOLD,10 GRMS,AHMEDABAD,29549.00,-,02-Aug-18,12:54
GOLD,10 GRMS,AHMEDABAD,29664.00,+,01-Aug-18,16:49
GOLD,10 GRMS,AHMEDABAD,29648.00,-,01-Aug-18,12:54
GOLD,10 GRMS,AHMEDABAD,29660.00,-,31-Jul-18,18:46
GOLD,10 GRMS,AHMEDABAD,29726.00,-,31-Jul-18,12:45
GOLD,10 GRMS,AHMEDABAD,29773.00,+,30-Jul-18,16:40
GOLD,10 GRMS,AHMEDABAD,29752.00,+,30-Jul-18,12:59
GOLD,10 GRMS,AHMEDABAD,29722.00,-,27-Jul-18,17:04
GOLD,10 GRMS,AHMEDABAD,29779.00,-,27-Jul-18,12:50
GOLD,10 GRMS,AHMEDABAD,29869.00,-,26-Jul-18,16:39
GOLD,10 GRMS,AHMEDABAD,29898.00,-,26-Jul-18,12:51
GOLD,10 GRMS,AHMEDABAD,29904.00,+,25-Jul-18,16:33
GOLD,10 GRMS,AHMEDABAD,29895.00,-,25-Jul-18,12:49
GOLD,10 GRMS,AHMEDABAD,29897.00,+,24-Jul-18,16:45
GOLD,10 GRMS,AHMEDABAD,29805.00,-,24-Jul-18,12:46
GOLD,10 GRMS,AHMEDABAD,29948.00,+,23-Jul-18,16:38
GOLD,10 GRMS,AHMEDABAD,29907.00,+,23-Jul-18,12:45
GOLD,10 GRMS,AHMEDABAD,29849.00,+,20-Jul-18,16:44
GOLD,10 GRMS,AHMEDABAD,29810.00,+,20-Jul-18,12:56
GOLD,10 GRMS,AHMEDABAD,29742.00,-,19-Jul-18,17:09
GOLD,10 GRMS,AHMEDABAD,29837.00,+,19-Jul-18,13:02
GOLD,10 GRMS,AHMEDABAD,29729.00,-,18-Jul-18,16:46
GOLD,10 GRMS,AHMEDABAD,29732.00,-,18-Jul-18,13:16
GOLD,10 GRMS,AHMEDABAD,30044.00,+,17-Jul-18,16:50
GOLD,10 GRMS,AHMEDABAD,30023.00,-,17-Jul-18,13:00
GOLD,10 GRMS,AHMEDABAD,30172.00,-,16-Jul-18,17:24
GOLD,10 GRMS,AHMEDABAD,30180.00,+,16-Jul-18,12:49
GOLD,10 GRMS,AHMEDABAD,30080.00,-,13-Jul-18,17:14
GOLD,10 GRMS,AHMEDABAD,30148.00,=,13-Jul-18,12:59
GOLD,10 GRMS,AHMEDABAD,30147.00,-,12-Jul-18,17:19
GOLD,10 GRMS,AHMEDABAD,30154.00,-,12-Jul-18,12:49
GOLD,10 GRMS,AHMEDABAD,30403.00,-,11-Jul-18,16:59
GOLD,10 GRMS,AHMEDABAD,30426.00,+,11-Jul-18,13:21
GOLD,10 GRMS,AHMEDABAD,30399.00,-,10-Jul-18,17:04
GOLD,10 GRMS,AHMEDABAD,30510.00,-,10-Jul-18,13:13
GOLD,10 GRMS,AHMEDABAD,30622.00,+,09-Jul-18,16:44
GOLD,10 GRMS,AHMEDABAD,30570.00,+,09-Jul-18,12:44
GOLD,10 GRMS,AHMEDABAD,30540.00,=,06-Jul-18,16:54
GOLD,10 GRMS,AHMEDABAD,30539.00,+,06-Jul-18,13:11
GOLD,10 GRMS,AHMEDABAD,30467.00,-,05-Jul-18,17:14
GOLD,10 GRMS,AHMEDABAD,30500.00,-,05-Jul-18,12:55
GOLD,10 GRMS,AHMEDABAD,30510.00,+,04-Jul-18,16:40
GOLD,10 GRMS,AHMEDABAD,30461.00,+,04-Jul-18,12:54
GOLD,10 GRMS,AHMEDABAD,30282.00,+,03-Jul-18,16:52
GOLD,10 GRMS,AHMEDABAD,30195.00,-,03-Jul-18,12:48
GOLD,10 GRMS,AHMEDABAD,30348.00,+,02-Jul-18,17:08
GOLD,10 GRMS,AHMEDABAD,30328.00,-,02-Jul-18,12:54
GOLD,10 GRMS,AHMEDABAD,30341.00,-,29-Jun-18,17:04
GOLD,10 GRMS,AHMEDABAD,30388.00,-,29-Jun-18,12:45
GOLD,10 GRMS,AHMEDABAD,30488.00,-,28-Jun-18,16:43
GOLD,10 GRMS,AHMEDABAD,30542.00,+,28-Jun-18,12:49
GOLD,10 GRMS,AHMEDABAD,30536.00,+,27-Jun-18,16:31
GOLD,10 GRMS,AHMEDABAD,30475.00,+,27-Jun-18,12:46
GOLD,10 GRMS,AHMEDABAD,30394.00,-,26-Jun-18,16:44
GOLD,10 GRMS,AHMEDABAD,30462.00,-,26-Jun-18,12:52
GOLD,10 GRMS,AHMEDABAD,30540.00,+,25-Jun-18,16:41
GOLD,10 GRMS,AHMEDABAD,30516.00,+,25-Jun-18,12:58
GOLD,10 GRMS,AHMEDABAD,30484.00,+,22-Jun-18,16:41
GOLD,10 GRMS,AHMEDABAD,30439.00,+,22-Jun-18,12:48
GOLD,10 GRMS,AHMEDABAD,30437.00,-,21-Jun-18,16:46
GOLD,10 GRMS,AHMEDABAD,30456.00,-,21-Jun-18,12:55
GOLD,10 GRMS,AHMEDABAD,30589.00,-,20-Jun-18,16:41
GOLD,10 GRMS,AHMEDABAD,30629.00,-,20-Jun-18,12:48
GOLD,10 GRMS,AHMEDABAD,30757.00,-,19-Jun-18,16:51
GOLD,10 GRMS,AHMEDABAD,30775.00,+,19-Jun-18,13:19
GOLD,10 GRMS,AHMEDABAD,30693.00,-,18-Jun-18,17:28
GOLD,10 GRMS,AHMEDABAD,30696.00,-,18-Jun-18,12:49
GOLD,10 GRMS,AHMEDABAD,31068.00,-,15-Jun-18,16:57
GOLD,10 GRMS,AHMEDABAD,31081.00,+,15-Jun-18,12:54
GOLD,10 GRMS,AHMEDABAD,31049.00,+,14-Jun-18,16:41
GOLD,10 GRMS,AHMEDABAD,30824.00,+,14-Jun-18,12:57
GOLD,10 GRMS,AHMEDABAD,30385.00,-,13-Jun-18,16:43
GOLD,10 GRMS,AHMEDABAD,30825.00,-,13-Jun-18,12:47
GOLD,10 GRMS,AHMEDABAD,30858.00,+,12-Jun-18,16:41
GOLD,10 GRMS,AHMEDABAD,30720.00,-,12-Jun-18,12:50
GOLD,10 GRMS,AHMEDABAD,30781.00,-,11-Jun-18,16:35
GOLD,10 GRMS,AHMEDABAD,30810.00,-,11-Jun-18,12:51
GOLD,10 GRMS,AHMEDABAD,31027.00,+,08-Jun-18,17:07
GOLD,10 GRMS,AHMEDABAD,30843.00,+,08-Jun-18,12:55
GOLD,10 GRMS,AHMEDABAD,30690.00,-,07-Jun-18,16:44
GOLD,10 GRMS,AHMEDABAD,30725.00,+,07-Jun-18,12:45
GOLD,10 GRMS,AHMEDABAD,30660.00,-,06-Jun-18,16:37
GOLD,10 GRMS,AHMEDABAD,30755.00,+,06-Jun-18,12:51
GOLD,10 GRMS,AHMEDABAD,30623.00,-,05-Jun-18,16:38
GOLD,10 GRMS,AHMEDABAD,30673.00,-,05-Jun-18,12:48
GOLD,10 GRMS,AHMEDABAD,30716.00,+,04-Jun-18,16:40
GOLD,10 GRMS,AHMEDABAD,30586.00,-,04-Jun-18,12:46
GOLD,10 GRMS,AHMEDABAD,30764.00,-,01-Jun-18,16:52
GOLD,10 GRMS,AHMEDABAD,30808.00,-,01-Jun-18,12:55
GOLD,10 GRMS,AHMEDABAD,31026.00,-,31-May-18,18:55
GOLD,10 GRMS,AHMEDABAD,31036.00,+,31-May-18,12:48
GOLD,10 GRMS,AHMEDABAD,30924.00,-,30-May-18,16:36
GOLD,10 GRMS,AHMEDABAD,30932.00,-,30-May-18,12:49
GOLD,10 GRMS,AHMEDABAD,31185.00,+,29-May-18,16:49
GOLD,10 GRMS,AHMEDABAD,31034.00,+,29-May-18,12:46
GOLD,10 GRMS,AHMEDABAD,30901.00,+,28-May-18,16:40
GOLD,10 GRMS,AHMEDABAD,30876.00,-,28-May-18,12:53
GOLD,10 GRMS,AHMEDABAD,31171.00,-,25-May-18,16:32
GOLD,10 GRMS,AHMEDABAD,31326.00,+,25-May-18,13:13
GOLD,10 GRMS,AHMEDABAD,31164.00,-,24-May-18,16:42
GOLD,10 GRMS,AHMEDABAD,31187.00,+,24-May-18,12:47
GOLD,10 GRMS,AHMEDABAD,31176.00,+,23-May-18,16:48
GOLD,10 GRMS,AHMEDABAD,31035.00,-,23-May-18,12:49
GOLD,10 GRMS,AHMEDABAD,31065.00,+,22-May-18,16:43
GOLD,10 GRMS,AHMEDABAD,30968.00,+,22-May-18,12:48
GOLD,10 GRMS,AHMEDABAD,30881.00,+,21-May-18,17:16
GOLD,10 GRMS,AHMEDABAD,30856.00,-,21-May-18,13:07
GOLD,10 GRMS,AHMEDABAD,30921.00,-,18-May-18,17:20
GOLD,10 GRMS,AHMEDABAD,30959.00,+,18-May-18,12:54
GOLD,10 GRMS,AHMEDABAD,30826.00,-,17-May-18,16:35
GOLD,10 GRMS,AHMEDABAD,30842.00,-,17-May-18,12:46
GOLD,10 GRMS,AHMEDABAD,30954.00,-,16-May-18,16:42
GOLD,10 GRMS,AHMEDABAD,30994.00,-,16-May-18,12:47
GOLD,10 GRMS,AHMEDABAD,31342.00,+,15-May-18,16:50
GOLD,10 GRMS,AHMEDABAD,31219.00,-,15-May-18,12:57
GOLD,10 GRMS,AHMEDABAD,31427.00,+,14-May-18,16:35
GOLD,10 GRMS,AHMEDABAD,31302.00,-,14-May-18,12:46
GOLD,10 GRMS,AHMEDABAD,31379.00,+,11-May-18,16:35
GOLD,10 GRMS,AHMEDABAD,31323.00,+,11-May-18,12:49
GOLD,10 GRMS,AHMEDABAD,31261.00,+,10-May-18,17:20
GOLD,10 GRMS,AHMEDABAD,31197.00,+,10-May-18,13:10
GOLD,10 GRMS,AHMEDABAD,31143.00,-,09-May-18,17:02
GOLD,10 GRMS,AHMEDABAD,31173.00,+,09-May-18,12:51
GOLD,10 GRMS,AHMEDABAD,31082.00,-,08-May-18,16:36
GOLD,10 GRMS,AHMEDABAD,31130.00,-,08-May-18,12:51
GOLD,10 GRMS,AHMEDABAD,31191.00,+,07-May-18,16:43
GOLD,10 GRMS,AHMEDABAD,31172.00,+,07-May-18,12:46
GOLD,10 GRMS,AHMEDABAD,31003.00,+,04-May-18,16:32
GOLD,10 GRMS,AHMEDABAD,30973.00,+,04-May-18,13:01
GOLD,10 GRMS,AHMEDABAD,30905.00,+,03-May-18,16:50
GOLD,10 GRMS,AHMEDABAD,30878.00,-,03-May-18,12:47
GOLD,10 GRMS,AHMEDABAD,30918.00,-,02-May-18,16:43
GOLD,10 GRMS,AHMEDABAD,30922.00,-,02-May-18,12:49
GOLD,10 GRMS,AHMEDABAD,31033.00,+,30-Apr-18,19:27
GOLD,10 GRMS,AHMEDABAD,31029.00,-,30-Apr-18,12:56
GOLD,10 GRMS,AHMEDABAD,31190.00,+,27-Apr-18,17:07
GOLD,10 GRMS,AHMEDABAD,31140.00,-,27-Apr-18,12:47
GOLD,10 GRMS,AHMEDABAD,31289.00,+,26-Apr-18,17:26
GOLD,10 GRMS,AHMEDABAD,31282.00,-,26-Apr-18,13:22
GOLD,10 GRMS,AHMEDABAD,31304.00,+,25-Apr-18,16:43
GOLD,10 GRMS,AHMEDABAD,31288.00,+,25-Apr-18,13:10
GOLD,10 GRMS,AHMEDABAD,31131.00,-,24-Apr-18,16:49
GOLD,10 GRMS,AHMEDABAD,31160.00,-,24-Apr-18,13:50
GOLD,10 GRMS,AHMEDABAD,31213.00,-,23-Apr-18,17:06
GOLD,10 GRMS,AHMEDABAD,31238.00,-,23-Apr-18,13:04
GOLD,10 GRMS,AHMEDABAD,31298.00,+,20-Apr-18,16:59
GOLD,10 GRMS,AHMEDABAD,31289.00,-,20-Apr-18,12:57
GOLD,10 GRMS,AHMEDABAD,31305.00,-,19-Apr-18,17:51
GOLD,10 GRMS,AHMEDABAD,31359.00,+,19-Apr-18,13:30
GOLD,10 GRMS,AHMEDABAD,31276.00,+,18-Apr-18,16:50
GOLD,10 GRMS,AHMEDABAD,31192.00,+,18-Apr-18,13:09
GOLD,10 GRMS,AHMEDABAD,31099.00,-,17-Apr-18,16:47
GOLD,10 GRMS,AHMEDABAD,31212.00,+,17-Apr-18,13:16
GOLD,10 GRMS,AHMEDABAD,31049.00,-,16-Apr-18,16:47
GOLD,10 GRMS,AHMEDABAD,31059.00,+,16-Apr-18,12:51
GOLD,10 GRMS,AHMEDABAD,30874.00,=,13-Apr-18,21:14
GOLD,10 GRMS,AHMEDABAD,30785.00,-,13-Apr-18,15:48
GOLD,10 GRMS,AHMEDABAD,31013.00,-,12-Apr-18,16:56
GOLD,10 GRMS,AHMEDABAD,31121.00,+,12-Apr-18,16:53
GOLD,10 GRMS,AHMEDABAD,31023.00,+,11-Apr-18,17:13
GOLD,10 GRMS,AHMEDABAD,30883.00,+,11-Apr-18,12:55
GOLD,10 GRMS,AHMEDABAD,30624.00,+,10-Apr-18,16:43
GOLD,10 GRMS,AHMEDABAD,30556.00,+,10-Apr-18,12:47
GOLD,10 GRMS,AHMEDABAD,30526.00,=,09-Apr-18,17:00
GOLD,10 GRMS,AHMEDABAD,30525.00,+,09-Apr-18,12:46
GOLD,10 GRMS,AHMEDABAD,30396.00,-,06-Apr-18,16:26
GOLD,10 GRMS,AHMEDABAD,30475.00,-,06-Apr-18,12:45
GOLD,10 GRMS,AHMEDABAD,30491.00,+,05-Apr-18,16:44
GOLD,10 GRMS,AHMEDABAD,30488.00,-,05-Apr-18,12:50
GOLD,10 GRMS,AHMEDABAD,30844.00,+,04-Apr-18,16:56
GOLD,10 GRMS,AHMEDABAD,30626.00,-,04-Apr-18,12:47
GOLD,10 GRMS,AHMEDABAD,30684.00,-,03-Apr-18,16:56
GOLD,10 GRMS,AHMEDABAD,30790.00,+,03-Apr-18,12:50
GOLD,10 GRMS,AHMEDABAD,30443.00,-,02-Apr-18,16:45
GOLD,10 GRMS,AHMEDABAD,30532.00,-,02-Apr-18,12:50
GOLD,10 GRMS,AHMEDABAD,30630.00,-,28-Mar-18,19:01
GOLD,10 GRMS,AHMEDABAD,30672.00,-,28-Mar-18,12:53
GOLD,10 GRMS,AHMEDABAD,30718.00,+,27-Mar-18,16:55
GOLD,10 GRMS,AHMEDABAD,30713.00,-,27-Mar-18,13:03
GOLD,10 GRMS,AHMEDABAD,30756.00,+,26-Mar-18,16:57
GOLD,10 GRMS,AHMEDABAD,30714.00,+,26-Mar-18,12:52
